"Notes","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Melanoma of the Skin","25010","Colorado","08","2016","2016","Female","F","Non-Hispanic","2186-5",258,501422,52.4,46.1,59.4,3.4,51.5,45.4,58.1,3.2
,"Melanoma of the Skin","25010","Colorado","08","2016","2016","Male","M","Non-Hispanic","2186-5",541,442427,138.9,126.8,151.7,6.3,122.3,112.2,133.0,5.3
,"Melanoma of the Skin","25010","Colorado","08","2017","2017","Female","F","Non-Hispanic","2186-5",293,517571,58.7,52.0,66.0,3.5,56.6,50.3,63.5,3.3
,"Melanoma of the Skin","25010","Colorado","08","2017","2017","Male","M","Non-Hispanic","2186-5",508,459055,126.8,115.5,138.9,5.9,110.7,101.2,120.7,4.9
,"Melanoma of the Skin","25010","Colorado","08","2018","2018","Female","F","Non-Hispanic","2186-5",293,534046,56.4,50.0,63.4,3.4,54.9,48.8,61.5,3.2
,"Melanoma of the Skin","25010","Colorado","08","2018","2018","Male","M","Non-Hispanic","2186-5",527,475371,124.2,113.3,135.9,5.7,110.9,101.6,120.7,4.8
,"Melanoma of the Skin","25010","Colorado","08","2019","2019","Female","F","Non-Hispanic","2186-5",278,549711,52.0,46.0,58.7,3.2,50.6,44.8,56.9,3.0
,"Melanoma of the Skin","25010","Colorado","08","2019","2019","Male","M","Non-Hispanic","2186-5",563,490382,129.7,118.7,141.4,5.7,114.8,105.5,124.7,4.8
,"Melanoma of the Skin","25010","Colorado","08","2020","2020","Female","F","Non-Hispanic","2186-5",260,564432,47.4,41.7,53.7,3.0,46.1,40.6,52.0,2.9
,"Melanoma of the Skin","25010","Colorado","08","2020","2020","Male","M","Non-Hispanic","2186-5",492,504163,105.8,96.2,116.1,5.0,97.6,89.2,106.6,4.4
,"Melanoma of the Skin","25010","Colorado","08","2021","2021","Female","F","Non-Hispanic","2186-5",331,578864,59.4,53.1,66.3,3.3,57.2,51.2,63.7,3.1
,"Melanoma of the Skin","25010","Colorado","08","2021","2021","Male","M","Non-Hispanic","2186-5",661,516862,141.1,130.1,152.8,5.7,127.9,118.3,138.0,5.0
,"Melanoma of the Skin","25010","Colorado","08","2022","2022","Female","F","Non-Hispanic","2186-5",395,590540,68.1,61.4,75.2,3.5,66.9,60.5,73.8,3.4
,"Melanoma of the Skin","25010","Colorado","08","2022","2022","Male","M","Non-Hispanic","2186-5",710,525751,149.2,138.0,161.2,5.8,135.0,125.3,145.4,5.1
,"Melanoma of the Skin","25010","Connecticut","09","1999","1999","Female","F","Non-Hispanic","2186-5",135,339104,39.8,33.3,47.2,3.5,39.8,33.4,47.1,3.4
,"Melanoma of the Skin","25010","Connecticut","09","1999","1999","Male","M","Non-Hispanic","2186-5",240,243868,98.3,86.2,111.6,6.4,98.4,86.4,111.7,6.4
,"Melanoma of the Skin","25010","Connecticut","09","2000","2000","Female","F","Non-Hispanic","2186-5",151,339322,44.1,37.3,51.8,3.6,44.5,37.7,52.2,3.6
,"Melanoma of the Skin","25010","Connecticut","09","2000","2000","Male","M","Non-Hispanic","2186-5",267,245505,109.1,96.4,123.1,6.7,108.8,96.1,122.6,6.7
,"Melanoma of the Skin","25010","Connecticut","09","2001","2001","Female","F","Non-Hispanic","2186-5",165,339608,49.4,42.0,57.6,3.9,48.6,41.5,56.6,3.8
,"Melanoma of the Skin","25010","Connecticut","09","2001","2001","Male","M","Non-Hispanic","2186-5",267,247197,108.2,95.6,122.1,6.6,108.0,95.4,121.8,6.6
,"Melanoma of the Skin","25010","Connecticut","09","2002","2002","Female","F","Non-Hispanic","2186-5",177,342013,51.5,44.1,59.8,3.9,51.8,44.4,60.0,3.9
,"Melanoma of the Skin","25010","Connecticut","09","2002","2002","Male","M","Non-Hispanic","2186-5",231,250171,93.3,81.6,106.2,6.2,92.3,80.8,105.0,6.1
,"Melanoma of the Skin","25010","Connecticut","09","2003","2003","Female","F","Non-Hispanic","2186-5",154,347812,44.8,37.9,52.6,3.7,44.3,37.6,51.8,3.6
,"Melanoma of the Skin","25010","Connecticut","09","2003","2003","Male","M","Non-Hispanic","2186-5",297,256231,117.8,104.8,132.1,6.9,115.9,103.1,129.9,6.7
,"Melanoma of the Skin","25010","Connecticut","09","2004","2004","Female","F","Non-Hispanic","2186-5",192,350096,53.6,46.1,61.9,3.9,54.8,47.4,63.2,4.0
,"Melanoma of the Skin","25010","Connecticut","09","2004","2004","Male","M","Non-Hispanic","2186-5",297,259884,116.7,103.8,130.9,6.8,114.3,101.7,128.0,6.6
,"Melanoma of the Skin","25010","Connecticut","09","2005","2005","Female","F","Non-Hispanic","2186-5",222,351520,62.7,54.6,71.7,4.3,63.2,55.1,72.0,4.2
,"Melanoma of the Skin","25010","Connecticut","09","2005","2005","Male","M","Non-Hispanic","2186-5",351,262504,137.0,123.0,152.2,7.4,133.7,120.1,148.5,7.1
,"Melanoma of the Skin","25010","Connecticut","09","2006","2006","Female","F","Non-Hispanic","2186-5",184,353318,51.7,44.3,59.9,3.9,52.1,44.8,60.2,3.8
,"Melanoma of the Skin","25010","Connecticut","09","2006","2006","Male","M","Non-Hispanic","2186-5",321,265536,123.2,110.0,137.6,6.9,120.9,108.0,134.9,6.7
,"Melanoma of the Skin","25010","Connecticut","09","2007","2007","Female","F","Non-Hispanic","2186-5",197,361991,55.7,48.0,64.2,4.1,54.4,47.1,62.6,3.9
,"Melanoma of the Skin","25010","Connecticut","09","2007","2007","Male","M","Non-Hispanic","2186-5",313,274742,117.6,104.8,131.6,6.7,113.9,101.7,127.3,6.4
,"Melanoma of the Skin","25010","Connecticut","09","2008","2008","Female","F","Non-Hispanic","2186-5",229,368664,61.8,53.9,70.6,4.2,62.1,54.3,70.7,4.1
,"Melanoma of the Skin","25010","Connecticut","09","2008","2008","Male","M","Non-Hispanic","2186-5",328,281914,121.3,108.4,135.4,6.8,116.3,104.1,129.6,6.4
,"Melanoma of the Skin","25010","Connecticut","09","2009","2009","Female","F","Non-Hispanic","2186-5",224,374865,60.2,52.4,68.8,4.1,59.8,52.2,68.1,4.0
,"Melanoma of the Skin","25010","Connecticut","09","2009","2009","Male","M","Non-Hispanic","2186-5",366,289034,134.3,120.7,149.0,7.1,126.6,114.0,140.3,6.6
,"Melanoma of the Skin","25010","Connecticut","09","2010","2010","Female","F","Non-Hispanic","2186-5",192,381399,50.1,43.1,58.0,3.7,50.3,43.5,58.0,3.6
,"Melanoma of the Skin","25010","Connecticut","09","2010","2010","Male","M","Non-Hispanic","2186-5",372,296413,133.7,120.2,148.3,7.1,125.5,113.1,138.9,6.5
,"Melanoma of the Skin","25010","Connecticut","09","2011","2011","Female","F","Non-Hispanic","2186-5",181,386650,45.7,39.1,53.1,3.5,46.8,40.2,54.2,3.5
,"Melanoma of the Skin","25010","Connecticut","09","2011","2011","Male","M","Non-Hispanic","2186-5",341,303607,122.7,109.8,136.7,6.8,112.3,100.7,124.9,6.1
,"Melanoma of the Skin","25010","Connecticut","09","2012","2012","Female","F","Non-Hispanic","2186-5",188,392459,46.6,40.0,53.9,3.5,47.9,41.3,55.3,3.5
,"Melanoma of the Skin","25010","Connecticut","09","2012","2012","Male","M","Non-Hispanic","2186-5",354,311136,121.2,108.7,134.8,6.6,113.8,102.2,126.3,6.0
,"Melanoma of the Skin","25010","Connecticut","09","2013","2013","Female","F","Non-Hispanic","2186-5",221,398709,56.0,48.7,64.0,3.9,55.4,48.4,63.2,3.7
,"Melanoma of the Skin","25010","Connecticut","09","2013","2013","Male","M","Non-Hispanic","2186-5",333,319218,112.4,100.4,125.4,6.3,104.3,93.4,116.1,5.7
,"Melanoma of the Skin","25010","Connecticut","09","2014","2014","Female","F","Non-Hispanic","2186-5",221,405507,55.8,48.5,63.9,3.8,54.5,47.6,62.2,3.7
,"Melanoma of the Skin","25010","Connecticut","09","2014","2014","Male","M","Non-Hispanic","2186-5",388,327489,130.6,117.6,144.5,6.8,118.5,107.0,130.9,6.0
,"Melanoma of the Skin","25010","Connecticut","09","2015","2015","Female","F","Non-Hispanic","2186-5",215,411824,54.5,47.3,62.4,3.8,52.2,45.5,59.7,3.6
,"Melanoma of the Skin","25010","Connecticut","09","2015","2015","Male","M","Non-Hispanic","2186-5",373,335657,119.6,107.4,132.7,6.4,111.1,100.1,123.0,5.8
,"Melanoma of the Skin","25010","Connecticut","09","2016","2016","Female","F","Non-Hispanic","2186-5",224,418431,53.3,46.4,61.0,3.7,53.5,46.8,61.0,3.6
,"Melanoma of the Skin","25010","Connecticut","09","2016","2016","Male","M","Non-Hispanic","2186-5",392,343389,126.2,113.8,139.7,6.5,114.2,103.1,126.0,5.8
,"Melanoma of the Skin","25010","Connecticut","09","2017","2017","Female","F","Non-Hispanic","2186-5",222,425055,51.8,45.1,59.3,3.6,52.2,45.6,59.6,3.5
,"Melanoma of the Skin","25010","Connecticut","09","2017","2017","Male","M","Non-Hispanic","2186-5",367,351789,112.1,100.6,124.5,6.0,104.3,93.9,115.6,5.4
,"Melanoma of the Skin","25010","Connecticut","09","2018","2018","Female","F","Non-Hispanic","2186-5",238,432097,56.3,49.2,64.0,3.7,55.1,48.3,62.5,3.6
,"Melanoma of the Skin","25010","Connecticut","09","2018","2018","Male","M","Non-Hispanic","2186-5",400,360301,122.8,110.8,135.7,6.3,111.0,100.4,122.4,5.6
,"Melanoma of the Skin","25010","Connecticut","09","2019","2019","Female","F","Non-Hispanic","2186-5",258,439131,58.5,51.5,66.2,3.7,58.8,51.8,66.4,3.7
,"Melanoma of the Skin","25010","Connecticut","09","2019","2019","Male","M","Non-Hispanic","2186-5",435,368389,129.8,117.6,142.9,6.4,118.1,107.2,129.7,5.7
,"Melanoma of the Skin","25010","Connecticut","09","2020","2020","Female","F","Non-Hispanic","2186-5",195,442953,42.9,37.1,49.5,3.1,44.0,38.1,50.7,3.2
,"Melanoma of the Skin","25010","Connecticut","09","2020","2020","Male","M","Non-Hispanic","2186-5",364,374161,109.6,98.4,121.7,5.9,97.3,87.5,107.8,5.1
,"Melanoma of the Skin","25010","Connecticut","09","2021","2021","Female","F","Non-Hispanic","2186-5",221,451807,49.8,43.4,56.9,3.4,48.9,42.7,55.8,3.3
,"Melanoma of the Skin","25010","Connecticut","09","2021","2021","Male","M","Non-Hispanic","2186-5",392,382418,115.2,103.9,127.5,6.0,102.5,92.6,113.2,5.2
,"Melanoma of the Skin","25010","Connecticut","09","2022","2022","Female","F","Non-Hispanic","2186-5",264,460093,58.5,51.6,66.0,3.6,57.4,50.7,64.7,3.5
,"Melanoma of the Skin","25010","Connecticut","09","2022","2022","Male","M","Non-Hispanic","2186-5",444,389370,123.4,112.0,135.7,6.0,114.0,103.7,125.1,5.4
,"Melanoma of the Skin","25010","Delaware","10","1999","1999","Female","F","Non-Hispanic","2186-5",20,74243,26.9,16.4,41.6,6.0,26.9,16.5,41.6,6.0
,"Melanoma of the Skin","25010","Delaware","10","1999","1999","Male","M","Non-Hispanic","2186-5",40,56536,69.4,49.3,95.4,11.2,70.8,50.5,96.3,11.2
,"Melanoma of the Skin","25010","Delaware","10","2000","2000","Female","F","Non-Hispanic","2186-5",20,75266,26.6,16.2,41.1,5.9,26.6,16.2,41.0,5.9
,"Melanoma of the Skin","25010","Delaware","10","2000","2000","Male","M","Non-Hispanic","2186-5",49,57610,91.6,67.2,122.1,13.5,85.1,62.9,112.4,12.2
,"Melanoma of the Skin","25010","Delaware","10","2001","2001","Female","F","Non-Hispanic","2186-5",32,76304,41.7,28.5,58.9,7.4,41.9,28.7,59.2,7.4
,"Melanoma of the Skin","25010","Delaware","10","2001","2001","Male","M","Non-Hispanic","2186-5",61,58764,110.1,83.4,142.6,14.6,103.8,79.4,133.3,13.3
,"Melanoma of the Skin","25010","Delaware","10","2002","2002","Male","M","Non-Hispanic","2186-5",47,60351,78.7,57.4,105.4,11.7,77.9,57.2,103.6,11.4
,"Melanoma of the Skin","25010","Delaware","10","2003","2003","Female","F","Non-Hispanic","2186-5",33,79873,40.8,28.1,57.3,7.1,41.3,28.4,58.0,7.2
,"Melanoma of the Skin","25010","Delaware","10","2003","2003","Male","M","Non-Hispanic","2186-5",57,62319,97.1,73.0,126.7,13.2,91.5,69.3,118.5,12.1
,"Melanoma of the Skin","25010","Delaware","10","2004","2004","Female","F","Non-Hispanic","2186-5",35,82071,42.1,29.3,58.6,7.1,42.6,29.7,59.3,7.2
,"Melanoma of the Skin","25010","Delaware","10","2004","2004","Male","M","Non-Hispanic","2186-5",67,64478,107.4,82.9,137.0,13.3,103.9,80.5,132.0,12.7
,"Melanoma of the Skin","25010","Delaware","10","2005","2005","Female","F","Non-Hispanic","2186-5",41,84494,47.7,34.2,64.8,7.5,48.5,34.8,65.8,7.6
,"Melanoma of the Skin","25010","Delaware","10","2005","2005","Male","M","Non-Hispanic","2186-5",89,66449,140.6,112.4,173.8,15.2,133.9,107.6,164.8,14.2
,"Melanoma of the Skin","25010","Delaware","10","2006","2006","Female","F","Non-Hispanic","2186-5",53,87079,60.8,45.5,79.6,8.4,60.9,45.6,79.6,8.4
,"Melanoma of the Skin","25010","Delaware","10","2006","2006","Male","M","Non-Hispanic","2186-5",96,68944,148.5,119.9,181.9,15.4,139.2,112.8,170.0,14.2
,"Melanoma of the Skin","25010","Delaware","10","2007","2007","Female","F","Non-Hispanic","2186-5",48,90531,54.0,39.8,71.7,7.8,53.0,39.1,70.3,7.7
,"Melanoma of the Skin","25010","Delaware","10","2007","2007","Male","M","Non-Hispanic","2186-5",84,72214,123.6,98.1,153.7,13.8,116.3,92.8,144.0,12.7
,"Melanoma of the Skin","25010","Delaware","10","2008","2008","Female","F","Non-Hispanic","2186-5",36,94215,37.8,26.4,52.5,6.3,38.2,26.8,52.9,6.4
,"Melanoma of the Skin","25010","Delaware","10","2008","2008","Male","M","Non-Hispanic","2186-5",98,75438,137.1,110.8,167.7,14.1,129.9,105.5,158.3,13.1
,"Melanoma of the Skin","25010","Delaware","10","2009","2009","Female","F","Non-Hispanic","2186-5",57,96650,59.8,45.1,77.7,8.0,59.0,44.7,76.4,7.8
,"Melanoma of the Skin","25010","Delaware","10","2009","2009","Male","M","Non-Hispanic","2186-5",123,77528,162.0,134.1,194.0,14.9,158.7,131.9,189.3,14.3
,"Melanoma of the Skin","25010","Delaware","10","2010","2010","Female","F","Non-Hispanic","2186-5",70,99490,71.8,55.8,91.0,8.7,70.4,54.8,88.9,8.4
,"Melanoma of the Skin","25010","Delaware","10","2010","2010","Male","M","Non-Hispanic","2186-5",126,80264,166.2,137.9,198.6,15.1,157.0,130.8,186.9,14.0
,"Melanoma of the Skin","25010","Delaware","10","2011","2011","Female","F","Non-Hispanic","2186-5",67,102212,66.4,51.2,84.5,8.2,65.6,50.8,83.2,8.0
,"Melanoma of the Skin","25010","Delaware","10","2011","2011","Male","M","Non-Hispanic","2186-5",121,82945,161.1,133.1,193.1,14.9,145.9,121.0,174.3,13.3
,"Melanoma of the Skin","25010","Delaware","10","2012","2012","Female","F","Non-Hispanic","2186-5",65,105095,61.6,47.3,78.7,7.7,61.8,47.7,78.8,7.7
,"Melanoma of the Skin","25010","Delaware","10","2012","2012","Male","M","Non-Hispanic","2186-5",152,85778,193.6,163.5,227.7,16.0,177.2,150.2,207.7,14.4
,"Melanoma of the Skin","25010","Delaware","10","2013","2013","Female","F","Non-Hispanic","2186-5",75,108713,69.3,54.4,87.1,8.1,69.0,54.3,86.5,8.0
,"Melanoma of the Skin","25010","Delaware","10","2013","2013","Male","M","Non-Hispanic","2186-5",134,89019,165.2,137.7,196.6,14.7,150.5,126.1,178.3,13.0
,"Melanoma of the Skin","25010","Delaware","10","2014","2014","Female","F","Non-Hispanic","2186-5",82,112467,74.3,58.9,92.5,8.3,72.9,58.0,90.5,8.1
,"Melanoma of the Skin","25010","Delaware","10","2014","2014","Male","M","Non-Hispanic","2186-5",153,92407,177.9,150.2,209.2,14.7,165.6,140.4,194.0,13.4
,"Melanoma of the Skin","25010","Delaware","10","2015","2015","Female","F","Non-Hispanic","2186-5",70,116291,60.2,46.7,76.3,7.3,60.2,46.9,76.1,7.2
,"Melanoma of the Skin","25010","Delaware","10","2015","2015","Male","M","Non-Hispanic","2186-5",156,95967,172.8,146.0,203.0,14.2,162.6,138.0,190.2,13.0
,"Melanoma of the Skin","25010","Delaware","10","2016","2016","Female","F","Non-Hispanic","2186-5",89,120390,75.7,60.6,93.5,8.2,73.9,59.4,91.0,7.8
,"Melanoma of the Skin","25010","Delaware","10","2016","2016","Male","M","Non-Hispanic","2186-5",187,99815,202.3,173.6,234.4,15.2,187.3,161.5,216.2,13.7
,"Melanoma of the Skin","25010","Delaware","10","2017","2017","Female","F","Non-Hispanic","2186-5",92,124780,78.3,62.9,96.3,8.3,73.7,59.4,90.4,7.7
,"Melanoma of the Skin","25010","Delaware","10","2017","2017","Male","M","Non-Hispanic","2186-5",156,103598,164.6,139.1,193.4,13.6,150.6,127.9,176.2,12.1
,"Melanoma of the Skin","25010","Delaware","10","2018","2018","Female","F","Non-Hispanic","2186-5",87,129292,71.8,57.4,88.8,7.8,67.3,53.9,83.0,7.2
,"Melanoma of the Skin","25010","Delaware","10","2018","2018","Male","M","Non-Hispanic","2186-5",184,107612,187.6,160.8,217.5,14.2,171.0,147.2,197.6,12.6
,"Melanoma of the Skin","25010","Delaware","10","2019","2019","Female","F","Non-Hispanic","2186-5",102,133700,77.0,62.7,93.7,7.7,76.3,62.2,92.6,7.6
,"Melanoma of the Skin","25010","Delaware","10","2019","2019","Male","M","Non-Hispanic","2186-5",194,111492,191.2,164.4,221.0,14.2,174.0,150.4,200.3,12.5
,"Melanoma of the Skin","25010","Delaware","10","2020","2020","Female","F","Non-Hispanic","2186-5",99,138245,73.5,59.6,89.8,7.5,71.6,58.2,87.2,7.2
,"Melanoma of the Skin","25010","Delaware","10","2020","2020","Male","M","Non-Hispanic","2186-5",162,115839,147.1,124.7,172.3,11.9,139.8,119.1,163.1,11.0
,"Melanoma of the Skin","25010","Delaware","10","2021","2021","Female","F","Non-Hispanic","2186-5",75,143551,52.5,41.2,66.1,6.1,52.2,41.1,65.5,6.0
,"Melanoma of the Skin","25010","Delaware","10","2021","2021","Male","M","Non-Hispanic","2186-5",149,120061,137.7,115.7,162.6,11.7,124.1,105.0,145.7,10.2
,"Melanoma of the Skin","25010","Delaware","10","2022","2022","Female","F","Non-Hispanic","2186-5",68,149232,47.4,36.7,60.2,5.8,45.6,35.4,57.8,5.5
,"Melanoma of the Skin","25010","Delaware","10","2022","2022","Male","M","Non-Hispanic","2186-5",135,124401,114.9,95.9,136.7,10.1,108.5,91.0,128.4,9.3
,"Melanoma of the Skin","25010","District of Columbia","11","2001","2001","Male","M","Non-Hispanic","2186-5",17,35587,49.4,28.5,79.7,12.2,47.8,27.8,76.5,11.6
,"Melanoma of the Skin","25010","District of Columbia","11","2005","2005","Male","M","Non-Hispanic","2186-5",17,36056,45.3,26.1,73.4,11.2,47.1,27.5,75.5,11.4
,"Melanoma of the Skin","25010","District of Columbia","11","2006","2006","Male","M","Non-Hispanic","2186-5",17,36150,46.3,26.7,75.0,11.4,47.0,27.4,75.3,11.4
,"Melanoma of the Skin","25010","District of Columbia","11","2011","2011","Male","M","Non-Hispanic","2186-5",18,40416,45.9,26.8,73.6,11.1,44.5,26.4,70.4,10.5
,"Melanoma of the Skin","25010","District of Columbia","11","2013","2013","Male","M","Non-Hispanic","2186-5",22,42368,54.1,33.3,83.1,11.9,51.9,32.5,78.6,11.1
,"Melanoma of the Skin","25010","District of Columbia","11","2014","2014","Male","M","Non-Hispanic","2186-5",24,43409,60.6,38.4,90.9,12.6,55.3,35.4,82.3,11.3
,"Melanoma of the Skin","25010","District of Columbia","11","2015","2015","Male","M","Non-Hispanic","2186-5",31,44410,78.1,52.4,112.0,14.5,69.8,47.4,99.1,12.5
,"Melanoma of the Skin","25010","District of Columbia","11","2016","2016","Male","M","Non-Hispanic","2186-5",19,45213,44.0,26.1,69.7,10.4,42.0,25.3,65.6,9.6
,"Melanoma of the Skin","25010","District of Columbia","11","2017","2017","Male","M","Non-Hispanic","2186-5",27,45640,66.3,43.0,97.4,13.2,59.2,39.0,86.1,11.4
,"Melanoma of the Skin","25010","District of Columbia","11","2018","2018","Male","M","Non-Hispanic","2186-5",22,46401,57.1,35.3,86.9,12.5,47.4,29.7,71.8,10.1
,"Melanoma of the Skin","25010","District of Columbia","11","2019","2019","Male","M","Non-Hispanic","2186-5",22,46753,55.4,34.3,84.2,12.0,47.1,29.5,71.2,10.0
,"Melanoma of the Skin","25010","District of Columbia","11","2020","2020","Male","M","Non-Hispanic","2186-5",22,46908,53.7,33.3,81.8,11.7,46.9,29.4,71.0,10.0
,"Melanoma of the Skin","25010","District of Columbia","11","2021","2021","Male","M","Non-Hispanic","2186-5",35,47149,83.6,57.7,117.0,14.5,74.2,51.7,103.2,12.5
,"Melanoma of the Skin","25010","District of Columbia","11","2022","2022","Male","M","Non-Hispanic","2186-5",22,47560,49.5,30.7,75.6,10.8,46.3,29.0,70.0,9.9
,"Melanoma of the Skin","25010","Florida","12","1999","1999","Female","F","Hispanic","2135-2",26,209640,12.8,8.3,18.8,2.5,12.4,8.1,18.2,2.4
,"Melanoma of the Skin","25010","Florida","12","1999","1999","Female","F","Non-Hispanic","2186-5",626,1760608,34.8,32.1,37.7,1.4,35.6,32.8,38.5,1.4
,"Melanoma of the Skin","25010","Florida","12","1999","1999","Male","M","Hispanic","2135-2",29,155162,19.0,12.5,27.6,3.6,18.7,12.5,26.8,3.5
,"Melanoma of the Skin","25010","Florida","12","1999","1999","Male","M","Non-Hispanic","2186-5",1282,1393017,91.5,86.5,96.7,2.6,92.0,87.1,97.2,2.6
,"Melanoma of the Skin","25010","Florida","12","2000","2000","Female","F","Hispanic","2135-2",31,220335,14.2,9.6,20.1,2.6,14.1,9.6,20.0,2.5
,"Melanoma of the Skin","25010","Florida","12","2000","2000","Female","F","Non-Hispanic","2186-5",801,1767706,44.6,41.5,47.8,1.6,45.3,42.2,48.6,1.6
,"Melanoma of the Skin","25010","Florida","12","2000","2000","Male","M","Hispanic","2135-2",58,163432,37.9,28.5,49.4,5.1,35.5,26.9,45.9,4.7
,"Melanoma of the Skin","25010","Florida","12","2000","2000","Male","M","Non-Hispanic","2186-5",1494,1403683,106.1,100.8,111.7,2.8,106.4,101.1,112.0,2.8
,"Melanoma of the Skin","25010","Florida","12","2001","2001","Female","F","Hispanic","2135-2",30,229538,13.3,8.9,18.9,2.4,13.1,8.8,18.7,2.4
,"Melanoma of the Skin","25010","Florida","12","2001","2001","Female","F","Non-Hispanic","2186-5",747,1778916,41.2,38.3,44.3,1.5,42.0,39.0,45.1,1.5
,"Melanoma of the Skin","25010","Florida","12","2001","2001","Male","M","Hispanic","2135-2",33,170250,20.1,13.6,28.5,3.6,19.4,13.3,27.2,3.4
,"Melanoma of the Skin","25010","Florida","12","2001","2001","Male","M","Non-Hispanic","2186-5",1430,1421290,100.3,95.2,105.7,2.7,100.6,95.5,106.0,2.7
,"Melanoma of the Skin","25010","Florida","12","2002","2002","Female","F","Hispanic","2135-2",34,239528,14.3,9.9,20.1,2.5,14.2,9.8,19.8,2.4
,"Melanoma of the Skin","25010","Florida","12","2002","2002","Female","F","Non-Hispanic","2186-5",784,1794846,42.8,39.8,45.9,1.5,43.7,40.7,46.8,1.6
,"Melanoma of the Skin","25010","Florida","12","2002","2002","Male","M","Hispanic","2135-2",60,177562,36.5,27.6,47.3,4.8,33.8,25.8,43.5,4.4
,"Melanoma of the Skin","25010","Florida","12","2002","2002","Male","M","Non-Hispanic","2186-5",1494,1443126,103.7,98.5,109.2,2.7,103.5,98.3,108.9,2.7
,"Melanoma of the Skin","25010","Florida","12","2003","2003","Female","F","Hispanic","2135-2",38,250649,15.4,10.9,21.1,2.5,15.2,10.7,20.8,2.5
,"Melanoma of the Skin","25010","Florida","12","2003","2003","Female","F","Non-Hispanic","2186-5",728,1821773,39.3,36.5,42.3,1.5,40.0,37.1,43.0,1.5
,"Melanoma of the Skin","25010","Florida","12","2003","2003","Male","M","Hispanic","2135-2",45,185244,26.8,19.3,36.2,4.1,24.3,17.7,32.5,3.6
,"Melanoma of the Skin","25010","Florida","12","2003","2003","Male","M","Non-Hispanic","2186-5",1506,1474816,102.9,97.7,108.2,2.7,102.1,97.0,107.4,2.6
,"Melanoma of the Skin","25010","Florida","12","2004","2004","Female","F","Hispanic","2135-2",29,262906,11.1,7.4,15.9,2.1,11.0,7.4,15.8,2.0
,"Melanoma of the Skin","25010","Florida","12","2004","2004","Female","F","Non-Hispanic","2186-5",789,1852942,41.9,39.0,44.9,1.5,42.6,39.7,45.7,1.5
,"Melanoma of the Skin","25010","Florida","12","2004","2004","Male","M","Hispanic","2135-2",52,194059,27.1,20.1,35.8,3.8,26.8,20.0,35.1,3.7
,"Melanoma of the Skin","25010","Florida","12","2004","2004","Male","M","Non-Hispanic","2186-5",1535,1510147,102.4,97.4,107.7,2.6,101.6,96.6,106.9,2.6
,"Melanoma of the Skin","25010","Florida","12","2005","2005","Female","F","Hispanic","2135-2",31,275563,11.1,7.6,15.8,2.0,11.2,7.6,16.0,2.0
,"Melanoma of the Skin","25010","Florida","12","2005","2005","Female","F","Non-Hispanic","2186-5",828,1883741,43.6,40.7,46.7,1.5,44.0,41.0,47.1,1.5
,"Melanoma of the Skin","25010","Florida","12","2005","2005","Male","M","Hispanic","2135-2",37,203753,18.5,13.0,25.7,3.1,18.2,12.8,25.0,3.0
,"Melanoma of the Skin","25010","Florida","12","2005","2005","Male","M","Non-Hispanic","2186-5",1759,1545289,115.0,109.7,120.5,2.8,113.8,108.6,119.3,2.7
,"Melanoma of the Skin","25010","Florida","12","2006","2006","Female","F","Hispanic","2135-2",44,288062,15.5,11.3,20.9,2.3,15.3,11.1,20.5,2.3
,"Melanoma of the Skin","25010","Florida","12","2006","2006","Female","F","Non-Hispanic","2186-5",784,1897440,41.2,38.3,44.2,1.5,41.3,38.5,44.3,1.5
,"Melanoma of the Skin","25010","Florida","12","2006","2006","Male","M","Hispanic","2135-2",53,212793,25.5,19.0,33.6,3.6,24.9,18.7,32.6,3.4
,"Melanoma of the Skin","25010","Florida","12","2006","2006","Male","M","Non-Hispanic","2186-5",1688,1564206,109.4,104.2,114.7,2.7,107.9,102.8,113.2,2.6
,"Melanoma of the Skin","25010","Florida","12","2007","2007","Female","F","Hispanic","2135-2",38,302014,12.6,8.9,17.2,2.0,12.6,8.9,17.3,2.0
,"Melanoma of the Skin","25010","Florida","12","2007","2007","Female","F","Non-Hispanic","2186-5",966,1940385,49.5,46.4,52.8,1.6,49.8,46.7,53.0,1.6
,"Melanoma of the Skin","25010","Florida","12","2007","2007","Male","M","Hispanic","2135-2",55,223440,27.2,20.4,35.6,3.8,24.6,18.5,32.0,3.3
,"Melanoma of the Skin","25010","Florida","12","2007","2007","Male","M","Non-Hispanic","2186-5",2014,1608042,127.8,122.3,133.5,2.9,125.2,119.8,130.8,2.8
,"Melanoma of the Skin","25010","Florida","12","2008","2008","Female","F","Hispanic","2135-2",58,317146,18.4,14.0,23.8,2.4,18.3,13.9,23.6,2.4
,"Melanoma of the Skin","25010","Florida","12","2008","2008","Female","F","Non-Hispanic","2186-5",920,1987648,46.2,43.2,49.3,1.5,46.3,43.3,49.4,1.5
,"Melanoma of the Skin","25010","Florida","12","2008","2008","Male","M","Hispanic","2135-2",65,234322,29.2,22.4,37.4,3.7,27.7,21.4,35.4,3.4
